,asin,reviewerID,overall,reviewTime
1511700,B0067EKYAY,A1NFCJXNYVJ0O1,4.0,"07 10, 2014"
333658,6302783356,A3U56M0Y8LYO6J,2.0,"01 11, 2004"
1113731,B000XA5K48,A12RMAJXRPQWTY,4.0,"09 7, 2008"
1158830,B00188M5TM,A39CX0EE4BZCZC,5.0,"07 28, 2009"
264809,6301767799,A1POFVVXUZR3IQ,5.0,"04 26, 2007"
1306232,B002ZG9864,A1OH0GXCXPZ6MK,5.0,"02 1, 2012"
590423,B00005JKQZ,A3ICCTSCBT7GS9,5.0,"02 19, 2003"
328584,6302712920,A1RJXK6KF3LL5R,5.0,"11 6, 2007"
140871,0792838408,A2RH7ARWQSUVQV,4.0,"12 10, 2008"
632691,B00005JNNZ,A1PGC1GEBY9CZU,5.0,"03 30, 2014"
646811,B00005JP9X,A2NOLI10R74GTE,1.0,"04 9, 2007"
896989,B000803BQC,A3LZGLA88K0LA0,3.0,"06 4, 2005"
904464,B0009ETCVA,A3C6CZC2JP67VK,2.0,"02 22, 2006"
748717,B00008WJD6,A3713PP4MADKED,4.0,"01 15, 2003"
1240782,B001UV4XHY,A2ZA9MYCJTO44C,5.0,"12 17, 2011"
1300899,B002ZG976U,A2R4XG0L7Z01V8,4.0,"05 25, 2011"
431441,6304680724,AC0HPFQVBZVGY,5.0,"08 11, 2006"
43384,0783114885,A106RL7ZB0N5W8,4.0,"06 2, 2013"
632345,B00005JNLQ,A1K3NQAO49LXL2,5.0,"12 24, 2008"
504356,B00000IO3S,ANOAF9M5MTJHN,5.0,"09 20, 2011"
647985,B00005JPAR,A1L9MIIBI7409N,4.0,"05 19, 2008"
840996,B0002MJT0I,ANBQIWHO9JRFS,5.0,"12 24, 2004"
392109,6303957064,A2EDZH51XHFA9B,3.0,"08 24, 2006"
420376,6304415346,A1V176RDEFNDXO,3.0,"10 18, 2013"
258376,6301620208,A3S738GO35SH0W,3.0,"12 18, 1999"
1484792,B005LAIIAI,A20DZX38KRBIT8,5.0,"05 31, 2013"
94258,0790730960,A15OCIHXTP1OOM,2.0,"06 5, 2009"
774426,B0000CABBW,A1A535W556ROBQ,4.0,"05 29, 2004"
913608,B0009UZGIM,A29BQ6B90Y1R5F,4.0,"04 30, 2005"
1392365,B004A8ZWWO,A1X15AQVSCKKRG,5.0,"11 4, 2011"
536820,B00003CXT9,A31U2QT7SAL7K,3.0,"06 1, 2001"
7222,0767802802,A10ODC971MDHV8,5.0,"07 17, 2007"
278899,6301967410,A10ODC971MDHV8,5.0,"06 20, 2007"
846765,B0002VEUTO,A2NUHWMHA9XNKV,4.0,"06 8, 2006"
635847,B00005JNTU,A27H9DOUGY9FOS,2.0,"10 4, 2006"
586759,B00005JKIR,AEKFFH7E7WLI4,4.0,"01 7, 2014"
33976,0780625129,AHABFECTNE15I,3.0,"04 5, 2009"
172452,1417030321,A2Q42ON9CEHR4O,3.0,"04 30, 2006"
337665,6302814391,A22BPC7LRSGSYQ,1.0,"03 7, 2013"
636580,B00005JNY3,A3VSUJZC7D352O,4.0,"10 27, 2006"
1012390,B000HCO83G,A3UDYY6L2NH3JS,4.0,"10 21, 2008"
1226175,B001P9KR8U,A3A4WQL80WOTMH,5.0,"06 10, 2009"
622616,B00005JMUK,A3AEYDNYCWH2IZ,5.0,"08 17, 2004"
1319827,B0033AGJ5Y,AW1493ZQTQ2ET,2.0,"02 28, 2011"
1479447,B005LAII12,A3LBFWWQGQYV48,2.0,"12 24, 2012"
786256,B0000VCZMK,A2A6NH6DPE0VXR,4.0,"12 10, 2003"
51350,078322365X,A2YM3KILJ1G0YJ,5.0,"01 11, 2009"
395430,6304007574,A39CX0EE4BZCZC,5.0,"04 21, 2009"
1414988,B004LWZW42,AN9J46667D80O,4.0,"06 3, 2011"
527179,B00003CXJA,A4PPZNQF1X2IY,2.0,"07 23, 2007"
317350,630251004X,A1G9FX1KV45N41,4.0,"08 21, 2004"
628884,B00005JNC2,A1L8HRCM60W0W7,4.0,"10 9, 2004"
202573,6300182975,A1DZKOOMMJM1MI,3.0,"07 17, 2004"
897500,B00080ZG10,AY69ZK7G6CNYJ,5.0,"07 19, 2005"
1462943,B005J4TLN4,A28MM46KI4EQB2,4.0,"05 20, 2012"
611053,B00005JM0B,A1V3IO23FZFF9L,2.0,"03 15, 2004"
725710,B0000797IO,A1X054KUYG5V,4.0,"06 9, 2009"
141007,0792838416,AN8M401S8Y6DA,4.0,"06 18, 2007"
16300,0767821599,A3BJHQSDEPOPTJ,4.0,"01 2, 2001"
852702,B0002Z16HY,A2E9TRM8096BXU,5.0,"09 1, 2006"
642082,B00005JON3,A1DRKVXO300RUE,5.0,"05 3, 2009"
91692,0790729652,AT7W1EXT0PF2Y,3.0,"12 28, 2005"
617802,B00005JMEW,A1G5LJ8T1IGYC5,5.0,"04 24, 2004"
136718,0792836006,A1VHK9A4VLJTHC,5.0,"11 10, 2001"
1161,0310263662,A228JH8V9Y700G,5.0,"10 4, 2005"
101325,0790733420,A1KZQ5DIX0YUE1,5.0,"06 26, 2011"
1270444,B002IKIHE6,A3FDEI5P21XX6S,4.0,"10 10, 2009"
79710,0788811355,A294DWRBQUOIK4,4.0,"01 7, 2000"
620294,B00005JMJG,A4RUN01NO4827,5.0,"08 31, 2005"
1343244,B003FBNJ4U,A1P98DMX8YUSNW,3.0,"08 10, 2011"
766436,B0000AQS0F,A3ICDLUQ3V2QY2,5.0,"11 2, 2009"
766145,B0000AQS0F,A1FG3A3V5IAEG9,4.0,"08 7, 2005"
1126387,B0010V5SW8,A3O536E2YOKK4Y,4.0,"03 14, 2009"
157024,0792846710,A37OOQQLMMKYR8,4.0,"10 7, 2012"
371750,6303394000,A32AK8FOAZEPE2,5.0,"10 4, 2006"
110664,0790742780,A457S8SW690NM,5.0,"08 1, 2005"
409210,6304239149,A3UDYY6L2NH3JS,5.0,"03 24, 2012"
1201268,B001HN697M,AEQFYOI6YJ83Z,2.0,"04 23, 2009"
521834,B00003CX9I,AGVWTYW0ULXHT,4.0,"03 5, 2008"
139800,0792838033,AP3B615GM191G,4.0,"01 14, 2013"
1050009,B000MR9D5E,A2SFUXVK5RP8VE,5.0,"06 12, 2013"
518672,B00003CWQ2,A2Z9XBCYT3AHHU,5.0,"12 20, 2000"
99490,0790732181,A7GSGC0G8R6PW,4.0,"02 28, 2003"
1312024,B002ZG99CC,A3T11TPKHWDAM9,5.0,"12 2, 2013"
1122919,B000ZN802W,A328547P5BGZC,5.0,"03 4, 2008"
889399,B0007TKH66,A18RQ2URRGIIEA,4.0,"04 17, 2005"
529556,B00003CXN3,A2OXDJP1Z3LNOK,5.0,"06 6, 2001"
752369,B000095WW8,ABS6VJX1KCAW4,3.0,"08 29, 2003"
402916,6304117752,A2R6RA8FRBS608,5.0,"06 6, 2004"
1476692,B005LAIHYU,A29TKSIWA3JKF3,2.0,"03 30, 2013"
1546430,B0085A9HXS,A2PMQH87R1H3QU,5.0,"08 21, 2012"
174279,1419807587,AT07UZQQR7ZEH,4.0,"02 9, 2006"
383497,6303651453,A3R2YB0WTTB0IJ,4.0,"12 24, 1998"
213910,6300214605,A3FEX9SZ1CZIZ7,4.0,"11 18, 2001"
107105,0790739739,A39CX0EE4BZCZC,4.0,"03 26, 2009"
1113845,B000XA5K48,A1LBB6NJO9WZEZ,1.0,"12 26, 2007"
1305729,B002ZG983M,A141HP4LYPWMSR,5.0,"07 8, 2011"
594547,B00005JL3A,A1VCLTAGM5RLND,5.0,"07 23, 2005"
145528,079284078X,A2AOZQ3WTNVVOK,3.0,"02 5, 2005"
229010,6300249964,AYWAY5MKLAITN,5.0,"03 9, 2006"
983742,B000F6IOBG,A1E1ZXFK18L9OR,2.0,"09 30, 2006"
617946,B00005JMEW,A1R9GZ8FC44MF5,5.0,"08 6, 2004"
71817,0783243499,A3O5T5VAQ3TD17,5.0,"11 10, 2011"
1097478,B000UX798I,A3P9D22KDEXVMN,1.0,"12 18, 2007"
1177711,B001CTA1UM,A1EHTFVSD0H7I6,3.0,"12 7, 2009"
784903,B0000VAFNQ,A1ERZIZ48CBCSB,1.0,"12 30, 2003"
76180,0784011702,A3R2YB0WTTB0IJ,4.0,"06 17, 2003"
56092,0783226543,A38UHOCEKSUOSP,5.0,"09 2, 2008"
583635,B00005JH9M,A2RKI7RPP5CJMG,4.0,"04 30, 2005"
1261444,B002BWP4A6,A2FRKEXDXDN1KI,5.0,"07 16, 2010"
576408,B00005AAA9,A1AXHNRDJEQ0B,5.0,"04 9, 2003"
434597,6304744404,A2SGR7LE899LGG,4.0,"10 13, 2002"
763410,B0000AI421,A185QFJRTB5W93,3.0,"03 28, 2008"
852276,B0002Z0EXQ,AFJCOP0GKZH6C,4.0,"02 19, 2005"
67165,0783237413,AETU6WZAUMX53,1.0,"10 27, 2011"
1305642,B002ZG982S,AUF6FDVDLET0W,4.0,"01 6, 2012"
343358,6302878616,A2W8C6B03IYGDA,5.0,"06 29, 2014"
98271,0790731932,A2TAPSNKK9AFSQ,5.0,"10 24, 2005"
259543,6301647734,ALR35EFI69S5R,5.0,"09 24, 2002"
1186396,B001ER4CSO,A1U6XPYATU9OPG,5.0,"10 29, 2012"
602911,B00005JLPK,A39IBJB2PBVC7I,5.0,"09 16, 2006"
226240,6300247236,ANCOMAI0I7LVG,3.0,"02 24, 2009"
56480,0783226799,A1RP6YCOS5VJ5I,5.0,"05 20, 2006"
1531979,B007K3JCAE,A106RL7ZB0N5W8,5.0,"02 28, 2013"
479379,630581001X,A2YM3KILJ1G0YJ,5.0,"08 30, 2006"
585682,B00005JKDQ,AQ6SV7LDSMGBE,5.0,"09 24, 2002"
656484,B00005JPSE,AIMR915K4YCN,5.0,"07 16, 2011"
650743,B00005JPGO,A3DY46ZABF4CMQ,4.0,"01 15, 2007"
1311920,B002ZG99B8,A1XAR44IW48IEK,4.0,"07 13, 2011"
1291644,B002VECLZK,A2B73CL3QSYWLB,5.0,"11 27, 2010"
387697,6303908306,A2W34G5XYDFJWP,5.0,"04 14, 2011"
633500,B00005JNP1,A2CGWWK1XD2AND,5.0,"02 6, 2005"
1138795,B0012QCZ5O,A1P7O2PAA8H1DD,2.0,"10 23, 2009"
657473,B00005JPTK,A5TZXWU8AALIC,4.0,"06 18, 2008"
622524,B00005JMUK,A2TAPSNKK9AFSQ,5.0,"06 11, 2005"
635881,B00005JNTU,AG42CYU5P8NVQ,4.0,"12 30, 2005"
1241818,B001UV4XRY,A3LZGLA88K0LA0,3.0,"06 7, 2010"
1124899,B00108EF34,A1UNJ46NSB352E,3.0,"02 19, 2009"
12708,0767816234,AYG1U47VFZ165,5.0,"05 15, 2004"
423056,6304457278,A2Q13PHEXGR48Q,4.0,"05 22, 2004"
131608,0792164962,A111N5RK546SJV,4.0,"09 22, 2013"
851531,B0002YLCFQ,A17ZLLUYLS1YYO,1.0,"10 3, 2004"
708003,B000069I1B,A20ZFWGBY4REFX,5.0,"10 23, 2002"
1325503,B0034G4P94,A1XT8AJB7S9JJG,4.0,"12 18, 2011"
671543,B00005O5CM,AKVU4HUG6AN1U,5.0,"01 5, 2003"
1468371,B005LAIH2W,A18TSDA9ZRLKVM,5.0,"05 30, 2012"
93484,0790729989,ANCOMAI0I7LVG,5.0,"04 16, 2008"
1416393,B004LWZW7Y,A3LTZGHZBBBQX0,4.0,"08 16, 2013"
1451686,B0059XTUVI,AB1CKA6B849SP,5.0,"08 2, 2012"
1199484,B001H5X7I4,A3II1ACACC5MTX,3.0,"01 28, 2009"
1092740,B000TZJBP6,A34PAZQ73SL163,4.0,"12 28, 2007"
1098574,B000V4UH08,AIMR915K4YCN,5.0,"09 25, 2009"
1098579,B000V4UH08,A21VGNU5959O85,5.0,"01 7, 2008"
72704,0784010188,A161ANWB62G3M8,5.0,"08 9, 2008"
159118,0793906091,A30A5I8FG82M2E,1.0,"09 14, 2004"
36228,078062856X,AUWUHBDBD7B6D,3.0,"10 18, 2013"
14895,0767819438,ADKA2MJQQCMTO,2.0,"11 10, 2003"
337695,6302814391,A92XVSV8LADWZ,3.0,"09 4, 2004"
1261822,B002C39SQK,A192Z1UVDNK88E,2.0,"09 15, 2009"
37425,0780630858,AZSN1TO0JI87B,4.0,"03 27, 2001"
1401865,B004EPYZUS,A187O3DQN82H8X,4.0,"07 13, 2013"
754836,B00009MEKL,AS558SNWF1DXG,2.0,"05 11, 2003"
904403,B0009ETCVA,A1DRKVXO300RUE,4.0,"05 6, 2009"
543442,B00003CY5X,A32IDF7JFAPXAG,5.0,"07 12, 2006"
1306348,B002ZG9864,A3M6RVUVZOQZLB,5.0,"05 25, 2014"
707146,B000069HQ1,A2TAPSNKK9AFSQ,5.0,"05 25, 2005"
1239742,B001UV4XEM,AQI3ZP58EJR0G,5.0,"10 29, 2009"
376677,6303471587,A2JDYUSI2RILEB,4.0,"05 24, 2012"
1185006,B001E95ZNS,A1MNUAXPWP8BUJ,4.0,"09 30, 2013"
885611,B0007P0XBO,A19ZXK9HHVRV1X,2.0,"07 15, 2005"
1186587,B001EUSYIA,A3DHQ5WO80X1IZ,3.0,"03 28, 2009"
156411,0792846338,A27N1ETXFT9BHI,5.0,"08 20, 2013"
520314,B00003CWT6,AD2BIAIH78QI5,3.0,"04 23, 2002"
264807,6301767799,AWPXTMYGKYM2W,4.0,"07 27, 2010"
64519,0783233078,A3UA046AA3DXFD,5.0,"09 12, 2009"
1099435,B000V6YROS,AW99SBGWEXP0J,4.0,"06 23, 2007"
524912,B00003CXHJ,A36AH31X84FIC8,5.0,"06 17, 2007"
1174858,B001C4ZQ9I,AQZH7YTWQPOBE,5.0,"10 16, 2009"
456127,6305252564,A2TXR85WQLE32N,5.0,"03 8, 2008"
153880,0792845730,AI46E73DWKD2B,5.0,"12 1, 2009"
210536,6300214087,AIMR915K4YCN,5.0,"02 11, 2004"
513279,B000021Y74,A1TJIJKKN15KR9,5.0,"05 12, 2002"
897455,B00080ZFZW,AER15RIMV8E6D,5.0,"10 16, 2008"
1240892,B001UV4XHY,AMMNGUJK4HQJ5,5.0,"12 25, 2012"
822141,B00022XE6S,A1L8HRCM60W0W7,5.0,"07 22, 2008"
962131,B000CS45TC,A1X054KUYG5V,4.0,"02 3, 2010"
652868,B00005JPLW,A2R164STV36F6C,5.0,"12 26, 2012"
505486,B00000J11I,ACMAUJEBY6GJF,5.0,"10 8, 2004"
635853,B00005JNTU,A3LZBOBV9H1HDV,5.0,"07 11, 2005"
277751,6301966554,A1M9DQDGE07Q0U,3.0,"10 7, 2003"
894093,B0007Y08I8,A1V3IO23FZFF9L,4.0,"10 17, 2004"
516263,B000035P81,ATZ1LTONGHOP6,4.0,"05 12, 2008"
1386305,B00465VOMI,A39AWL2FKWDFK6,4.0,"04 6, 2007"
477619,6305784078,AXJTNYD3UK1BP,5.0,"04 22, 2003"
156647,0792846354,A2V3P1XE33NYC3,5.0,"10 25, 2003"
125686,079213690X,A3R8PXSFGY9MC2,5.0,"01 8, 2011"
641329,B00005JOIH,A31U2QT7SAL7K,5.0,"07 31, 2006"
1307814,B002ZG98J6,A1ALD09SAYLVYI,5.0,"07 6, 2010"
728544,B00007G1ZB,A2GANR9I6XHTU9,1.0,"02 4, 2003"
951696,B000BW7QWW,A13UAIE3K517CQ,4.0,"12 18, 2009"
739520,B00008DDVU,A1V51M8M216Y69,5.0,"10 18, 2003"
616611,B00005JMCT,A11XKY4EIU2KNR,2.0,"10 31, 2004"
160978,0800105141,A1S8AJIUIO6M9K,5.0,"08 25, 2004"
527728,B00003CXK9,ATC534GKNX15B,1.0,"01 2, 2001"
597531,B00005JLBE,A37BTU85F17716,5.0,"06 28, 2014"
582993,B00005JCCC,A32ZOSZVX052IJ,5.0,"08 7, 2013"
127824,0792151712,A2UZLIH3BSGJ3N,1.0,"11 21, 2004"
1683980,B00H7KJRVY,A31LHED3SKLWVB,3.0,"04 30, 2014"
1070951,B000PGTPH8,A32BHDDDOLQUR8,5.0,"10 20, 2007"
880054,B0007CNXUK,A9Q28YTLYREO7,4.0,"03 28, 2005"
1241436,B001UV4XIS,AG8U6F6226GBZ,1.0,"11 19, 2011"
49954,0783222734,A39CX0EE4BZCZC,5.0,"03 3, 2009"
432457,6304696515,A6ADO7B6FUVN,4.0,"08 16, 2002"
609630,B00005JLYW,AZOW89D0NXMUT,5.0,"06 27, 2003"
945392,B000BNI90Y,A3KEZLJ59C1JVH,5.0,"07 4, 2006"
924102,B000A8NZ0O,AVF60NZ99H9D5,2.0,"01 1, 2007"
835258,B0002I84N0,A328S9RN3U5M68,3.0,"08 27, 2004"
1387124,B00466HN86,AAZRWLML88IZK,1.0,"02 1, 2012"
823375,B00023P4HY,AT6CZDCP4TRGA,4.0,"08 18, 2004"
1220850,B001NPD9RM,A3B9XTIDLP6BKN,4.0,"06 5, 2014"
84399,0788860704,A1Z2ZN39LL07GI,5.0,"06 23, 2012"
546400,B00003RQND,A1JH5J1KQAUBMP,4.0,"09 27, 2004"
71106,0783241909,AF3X7J0XC391L,5.0,"09 29, 2006"
679537,B00005RHGK,A3I69IXPTDVKQF,5.0,"06 17, 2006"
1425261,B004QOB8SO,AL51TV7OIZJ4G,5.0,"08 1, 2013"
1190525,B001FB55KI,A2I0X28L5E42VU,5.0,"05 6, 2010"
599195,B00005JLF1,A2Z9XBCYT3AHHU,5.0,"08 28, 2002"
1128585,B0010ZR160,A1GN8UJIZLCA59,4.0,"10 1, 2008"
343280,6302878616,A2PV6GK1HV54Y9,5.0,"09 29, 2008"
345654,6302919649,AI0OAQ6E2O8VF,5.0,"01 4, 2005"
1415888,B004LWZW4M,A3DZCNEU21MB6L,5.0,"06 24, 2012"
794251,B00016MSV2,A2A6NH6DPE0VXR,4.0,"03 18, 2004"
1562296,B008JFUPFI,A1V666Y9QXUUWP,4.0,"03 22, 2014"
657573,B00005JPUN,AIMR915K4YCN,4.0,"10 23, 2008"
1028133,B000JLTR8Q,A35ZK3M8L9JUPX,5.0,"03 13, 2010"
68973,0783240694,AUHG8KSHI529U,5.0,"07 23, 2003"
159510,0793927501,AMK5M14G3J6KR,5.0,"12 24, 2013"
157939,0792899601,A1GSR7RGCG1QYZ,5.0,"11 7, 2004"
1180730,B001DHXT1G,A17LSEN4UY4XZQ,3.0,"12 3, 2008"
1518613,B006P0FIB0,A1XT8AJB7S9JJG,3.0,"03 12, 2012"
484816,630595805X,A36L1F0YECOAW8,5.0,"02 19, 2001"
525188,B00003CXHR,AWG2O9C42XW5G,5.0,"03 11, 2013"
29391,0780619412,A2SE6UQ1C890AJ,3.0,"07 12, 2001"
956989,B000CDGVOE,A2S0DU8QTQSKWK,5.0,"06 30, 2009"
896204,B0007Z2556,AK1OBVI54SY73,3.0,"06 26, 2005"
17931,0767825411,A1S1O3YT8NS68A,5.0,"05 23, 2003"
275553,6301963911,A3S98L5B1SR9P1,5.0,"06 28, 2005"
636768,B00005JNZU,AYWAY5MKLAITN,5.0,"03 19, 2006"
99857,0790732246,AGNOPNCN6FHB6,2.0,"10 17, 2012"
952314,B000BX8R10,A3NCIN6TNL0MGA,5.0,"08 7, 2005"
648772,B00005JPCF,A3C6CZC2JP67VK,3.0,"12 29, 2006"
860488,B00064MW6A,A2B8DJ0CKN9FAO,3.0,"01 18, 2005"
67967,0783239408,A23IOPI0D1OG7V,5.0,"07 7, 2001"
1242856,B001V7UTV6,AHIK7BUXFRMT8,4.0,"06 15, 2014"
533726,B00003CXR3,A1VCLTAGM5RLND,5.0,"08 26, 2005"
439530,6304925077,A2CZPM110DW516,4.0,"02 18, 2006"
626581,B00005JN2Z,A2CK0VXUDVXGMN,2.0,"05 26, 2005"
633956,B00005JNQG,A2EDZH51XHFA9B,4.0,"03 10, 2005"
818057,B0001Z52RU,A328547P5BGZC,5.0,"01 27, 2004"
111187,0790742829,A2AAHVC9E2Y7JL,2.0,"09 17, 2005"
755106,B00009MGEM,A82LIVYSX6WZ9,1.0,"10 17, 2003"
1211827,B001KVZ6HK,A2YKADCJME4FSW,4.0,"06 3, 2012"
728573,B00007G1ZB,A32DRQPNRD8G6G,1.0,"04 30, 2003"
616289,B00005JMCN,A2EL3990HXOMZB,4.0,"05 4, 2004"
545950,B00003OSTQ,A37BTU85F17716,5.0,"09 12, 2013"
644983,B00005JP0F,A19ZXK9HHVRV1X,2.0,"01 6, 2007"
535262,B00003CXS4,A152C8GYY25HAH,4.0,"03 15, 2002"
97384,079073155X,A2GPEV42IO41CI,2.0,"05 1, 2002"
1294554,B002VPE1AW,A19MMJMNCJEBTS,5.0,"05 28, 2013"
137701,0792837096,A1DAOL3NMHEPLS,5.0,"07 27, 2006"
597197,B00005JL98,A2AHI9YY06CP70,4.0,"07 7, 2008"
410898,6304277385,A1ER6IYOMM8VCT,3.0,"02 26, 2008"
423406,6304457324,A129YBX5BVNW2,5.0,"05 24, 2012"
1195516,B001GCUO16,A1FJ4WAOIDPEF4,3.0,"05 6, 2009"
