user,item,rating,pred
A6FXJ74CGS4EB,1573624039,5.0,3.079525791799428
A3HJAIFRRFHUAB,B004BDOF1C,4.0,3.681041147559875
AD0J5KK4WQXNS,0783113145,4.0,4.304717842664689
A2X6GEC6LCDN4S,B0009S4J1O,5.0,4.7587922370460305
A27H9DOUGY9FOS,156219464X,5.0,4.610657990327975
A2WX1UESDOLXRE,B000HCO87C,3.0,3.3706103642910463
AUSATFDSU2INS,B00006ADFO,2.0,3.0922603396579964
A31ARSC1LGY8WK,6301599896,4.0,4.1169066496045446
AZFCS75RSV25W,0792140923,5.0,4.837546888081497
AAQ9CPQNDWIW,B001CIOCJ4,4.0,4.387981461956484
AP3VHIZBRGO9X,B00005JLZK,4.0,3.6735615640666275
A1VF0102Z9VITO,6304240554,4.0,4.0336987853699
A3I9DM8V0M6U6H,6305238065,3.0,3.298064683805813
A331OF34UX4Y1K,B0002J4X3O,2.0,1.0
A3RFXU3P0XKKF4,B0059XTUVI,2.0,3.1524632745392225
AJMU8VVFKMZI4,0800129806,3.0,3.2073374609296743
A391RY3TA1MCVM,B004NJR4EO,2.0,2.4824494891730136
A2TAPSNKK9AFSQ,6301963725,5.0,4.712703114039409
A3GRANSGMYPX00,B00005JMG8,3.0,3.724429793777815
A2FS6OGMZMALTD,B00005JKCH,3.0,4.178132344350597
A2F1P10GGZ7K2T,B000BPK2IY,3.0,3.900479930233436
AO1Z0TQWCRGL4,B00006A8T4,5.0,4.998785967289866
A370Z6I5GBWU44,B001HN69AE,2.0,2.4469462507536424
A19MMJMNCJEBTS,B002VPE1AW,5.0,4.729286439260847
AGZVS6M8XJGN6,6303990444,3.0,3.380814386447404
A3QZ81L3DIO5C1,6302035058,5.0,5.0
A10L8O1ZMUIMR2,B00005JL3T,5.0,3.9664102733382283
A3DI1ZY8MNEAR5,B0001AVZ9Y,3.0,4.234532285004942
A2MYUI8IT6UBUU,0790729628,5.0,3.7583602446044786
A3TZV5SXQ8F6ST,1417030976,4.0,4.29742586696168
A2M85JGCPOR97Y,B002ZG98J6,5.0,4.5782679805649975
A29EEL0560NVG7,B000AQ69RM,1.0,1.7386811783981033
AUS2EQT4NU3BF,B000AXWGRC,4.0,4.195935286368073
A28OB1QLXN5BM6,B0013XZ2QA,5.0,4.025100783500888
A10ODC971MDHV8,6300185125,5.0,5.0
A26BWRBPP4V2WF,B00080ZG10,4.0,3.728499514551942
A1YHKSTVSYEYTU,B0000639HN,5.0,4.535018307379602
A15YPJLKLZS0MK,B001TOD92C,3.0,3.7425216883508057
A1ME7N1ORVTEG5,B00DL477I0,5.0,4.463513679185095
A33CLVW2K7SL1P,B0007PICAI,4.0,3.2564172292525675
A1U360OMVQRPUB,B000GFLKEY,4.0,4.445230173039928
A2YVFPMTLCEOYP,0792845145,4.0,4.230318845714539
AI345DWOQT367,B00005JLZK,3.0,3.342515756387119
A6ORKQ4CW15TY,B000BKVQRU,3.0,3.888277297744094
A1BBT9XLKQDV81,B00005R87Q,5.0,3.7773780729457433
A1M9DQDGE07Q0U,6300181502,3.0,3.2579017811667557
AVF60NZ99H9D5,B0000VV4OK,4.0,3.3726178593271303
A1KL466UI2W31L,B00B52F278,5.0,5.0
ANCOMAI0I7LVG,0783230389,3.0,3.7370101211381797
A18UBPBIKPQMPE,B0001JXOUS,3.0,3.028869463583648
A12X2J7AVZ04IQ,630401709X,5.0,5.0
AE9GUE3HHOX3U,076781777X,5.0,4.102587448282773
AKMXCZXE0KD5H,0783230559,3.0,4.409690927520788
A3LZGLA88K0LA0,B000BYA5G4,3.0,3.9949380860162162
ABO2ZI2Y5DQ9T,B000068MBI,2.0,3.2139120439812645
A3MJOVF3SEYAB7,B000083C6I,4.0,3.07691004858407
A1BVE2ZIBKJ7YI,B000VWYJ5Y,1.0,3.859262020724662
A2ZHH7AK83JB5G,6300214257,5.0,4.036667123310132
A13E0ARAXI6KJW,0782006760,4.0,4.2346845390989785
A1RJXK6KF3LL5R,B00003CXSM,5.0,4.098185136382865
A4VH04TA14CPE,B002VL5BWS,2.0,2.615643615028676
A2UUP58XPQW3GF,B00005JNJV,4.0,4.507915453233239
A1L5FQ4OWCFL99,B005LAJ16I,5.0,4.247364383940915
A22BPC7LRSGSYQ,6300184935,5.0,4.292571512046537
A1TDB4WCNLVPMG,B000L212HC,5.0,3.5567302499430746
A1Z9OAK38PYOYY,B00006AGHD,1.0,3.6392124300595845
A2V1121177OVJ,B001DB6J82,5.0,5.0
A3RYBMVQNIU3R1,B00005JKDQ,5.0,4.731564023066648
A2YNT4QDEQX30F,6304680724,4.0,4.191275380432418
A2ZKI6P970YZQT,B001GCUO0C,5.0,4.056945606562521
ASIA7V7CBSKD3,B0001MDP36,5.0,3.823915868196207
AYMZTWBG0V53W,B00000JXVQ,5.0,3.99273531243515
A6ADO7B6FUVN,B00005JKIO,3.0,2.8858063729701233
A19HQVND02SRWE,6303407188,5.0,4.419990271179236
A38BQKP5SWQN5O,B008JFURII,1.0,3.697622098852315
A1P7CTV6PG9UGH,B00188NXN4,2.0,3.3878408768515023
A1VAU4V7HOE90T,B00003CXRM,5.0,4.7065768465280895
ANCOMAI0I7LVG,B002ZG99TA,4.0,3.6419141634955317
A152C8GYY25HAH,B00006JDVX,3.0,3.2444503920570233
A2F1P10GGZ7K2T,0788860704,4.0,4.125822136738538
AGZVS6M8XJGN6,1567301290,4.0,4.010283024213116
ABO2ZI2Y5DQ9T,B001KEHAG2,4.0,3.9380943014949543
A29TKSIWA3JKF3,B0001XAPZ6,5.0,4.445726411346336
A2LEIANN1UZTHP,B000AYEL4W,4.0,3.634700628305587
A3QQB445VTNQDA,6304509103,3.0,3.55604258752519
A2WRWK0ARXOFSZ,B001I9XOQ4,4.0,3.0439934041598513
A3P7WNM0UHV4YQ,0767806239,2.0,2.210349093597901
A3FSGTB2I12FHB,B0002KVUKM,5.0,3.7412454499547803
A3UA046AA3DXFD,1573628131,1.0,3.8082709306972182
A2RG6V2HH02U0M,B004L3AQLU,5.0,4.598016654914263
A294DWRBQUOIK4,6305365121,3.0,3.2706187607643007
A38TC59GM2WW1X,B00005JKVZ,5.0,4.876858924469601
A14GK0E64J0WAS,B00DL47RQ2,4.0,4.429337620530406
A3KMTOFTUUNFHG,6300247104,5.0,5.0
AC62SNVRI158P,B0002IQMAM,3.0,4.0041329500114475
A308X3FITWLF7W,6302380596,4.0,4.4801372991648325
AGQY11NLQJ2JL,B0015OKWKS,4.0,3.889781054094476
A12X2J7AVZ04IQ,B00005AFQ9,5.0,4.7330684558859435
A2GA2SO3YK6CXI,B0006A9FIM,5.0,4.555722719710597
A1BE1OKY80FUBH,B000C3L27K,5.0,4.095432862571396
A1G5Q9HBN0EGDV,6301278410,5.0,5.0
A1KFBAPAKMEQUF,B001L2ZSKS,1.0,3.7242620558543837
A32ZOSZVX052IJ,B0006SSOHC,5.0,4.816350546616264
A3LTZGHZBBBQX0,B0000399WC,4.0,4.81164483170203
A141HP4LYPWMSR,B0002V7TI8,2.0,4.117005219486028
A2Z5WEA0KOMN9G,0790701251,3.0,4.236657061278498
A3VHUQ85RH0BC3,6302544289,2.0,3.807685985965924
ARMG4L2GLW25A,6302814146,3.0,3.558241348166985
A1LIS4BFMI6C4A,B0000633ZP,4.0,3.108249095342114
A1TW9ZGRDQQZ2Y,B00094ARN2,5.0,3.9217903326727317
AJX8Q5CKA59DJ,B001GCUO5M,4.0,3.6389082046955687
A6BRC4D9NZJFK,B00005JPO1,3.0,4.309778482747706
A24IJY3V0804WJ,B004AE3QY4,3.0,4.118883605275416
AW3VZ5O895LRK,1559408758,5.0,4.8678080453659796
A2OU415LB9I5J6,B002ZG983M,5.0,4.04930180610619
A39W3263A9HCMN,B00005JO20,5.0,3.7259157995429533
ACMOLKXVKQ06Z,0792165020,5.0,4.255031382839922
A3HHQ7UIJJAOAV,0792844580,5.0,4.9915550714882215
A36EW68H08UOCS,B000Q7ZNYU,4.0,4.313844999844768
A3SHQXNOPZBJH,B0002ERXC2,5.0,3.927156261093702
A3FUBUJAIGM87T,6300251969,1.0,2.0602214838257513
A1J2931UBBJPXM,B00003CXSF,3.0,3.3867056152247685
A2R1HAXRNU0QX7,B0000AZT76,4.0,3.547861166828601
ATHTCOG6BB6WK,B005LAIGOQ,5.0,4.306390114800136
A1TO1P3NV7OAU6,B000WTLDPU,5.0,4.971970906697942
A3JADS9AZXTBAG,B000L212HC,5.0,3.410775760066269
A36JN7CKOPEQAF,0788812408,4.0,4.847781463077512
A3MLO4GAD2O9DL,B0006Z2LGU,3.0,3.8874977144119383
A21VL7TF0TZ7KT,6300182193,4.0,4.138820898784599
A1TD9JUXG1DGW3,B00006JDVV,4.0,3.4011496932556806
AGG9C66TOLJZB,B00094AS9U,5.0,4.257040893428628
A3E5V5TSTAY3R9,B00005JKIR,5.0,4.257183415804323
A236SLHWWHU0CG,B00008DDVY,3.0,4.1859630500660865
A1GPGBHBI6T2HJ,B001GCUNZI,3.0,3.700671903477569
A3MWYPZBKL1NJ,B0007R4T3U,5.0,4.795148597865605
A329U9CDUPKXAC,B00003CWN2,5.0,4.2409234023608455
A39W3263A9HCMN,B0009X763C,5.0,2.5671078951558997
A2SQJPUCZNHMZE,B00C7C00XG,4.0,5.0
A1S1O3YT8NS68A,0792841638,4.0,4.235474730758779
A1TU904JG5QQNY,0792845730,5.0,4.738966312334444
ABLBRUT8DALNN,6303443222,4.0,3.7124257002166376
A185QFJRTB5W93,B0012QCZ5O,5.0,3.1787350307013513
A18BD98SU49UB7,6303212395,5.0,4.53598539113014
A2R6RA8FRBS608,6300181243,5.0,5.0
A3KB1H0S7T6JX1,B00111YM5G,4.0,2.8607072519787238
AKJ9MEE93DG5O,B00003CXFG,4.0,3.412556470767158
A15U64VGUV6RBF,B002ZG980U,5.0,4.179751564285238
A2HVL790PBWYTU,B000IFRT2O,3.0,4.248603241997062
A3RTG4U54DIKJQ,6301959728,4.0,3.7520982190781136
A2JA59SICVG83V,B000035P6Z,5.0,5.0
A3M2WW0PO34B94,B00005JNQS,2.0,3.2659932157190723
A2K271L58D0ACC,B00HLSW6TW,5.0,3.6457173245687784
AVIV26F6YMTT8,B002JCSWV6,5.0,3.9360029903057003
ASD4YBL5C9CV8,0790729717,5.0,3.778866022540825
A1FJIRW8MIQOLW,B005S9EL08,3.0,3.9488041991174954
A2A6NH6DPE0VXR,B0000633ZP,4.0,3.3601441093019377
A3FUBUJAIGM87T,079284629X,1.0,2.054534089264321
A3UPYGJKZ0XTU4,B00009ZPTY,3.0,3.5318276748187523
A2UIXU97JYCPZG,B000M341QE,2.0,3.602435532587692
A1GSJ4TMAE2MYC,1419828371,3.0,3.765851936871493
A1PASRZ81DY9C,0790743515,5.0,3.4654316074460403
A1D1MIFRSG50Y3,B000CEXGAK,4.0,3.955632722739334
AQ79DO3H5GRS2,B00005JNBQ,4.0,3.3295382415311088
A168VXSISJWQN9,6300151379,4.0,4.209697385953145
A2D7NX9ZYBJZ13,0792100085,5.0,5.0
A1RP6YCOS5VJ5I,B00003CY57,5.0,3.7514828015441766
A3EZ8PVA3HLF13,B000NVT0SE,4.0,3.972753602502451
A13IKSGDYNBNQS,B00005JMEW,4.0,4.122406274115575
A2IY9M330NKBW6,B009HIK3V2,2.0,3.2304273669671475
A259F4J3QOBIUH,B00005JOKM,4.0,4.959902906516542
A96K1ZGW56S2I,B00005JNX0,4.0,3.7829319689478904
AT6CZDCP4TRGA,B0000844I4,5.0,4.109194263402972
A2NX99GVAX4TRP,0790733390,3.0,3.891513263880268
A1COG8T9MPP3KA,6305183260,3.0,2.9155916669267814
A18EGY287I9SLW,6303212263,5.0,5.0
AGOCUK7HRQ7P7,6302485010,4.0,3.918809226229107
A130KZO1FFDTP8,B00005JO28,4.0,4.153319778582475
A8WXLST0944GZ,B0013ERFFU,2.0,2.4561157253138624
AW99SBGWEXP0J,B00005JPS8,5.0,4.526889769304357
A3E73LG5CBQHWZ,B00005JON3,5.0,3.883660829637042
A3HD49D8511MFB,B0000CDRVU,3.0,2.60391180442363
A3HI2HBUS8MITB,6303626475,5.0,4.593398515382731
A20IIR0422G3A5,6300216810,5.0,4.882921976838921
ASKECFIDZOQJ7,B00275EHHS,4.0,3.934557432087822
A1NFV45J3MCC4E,0792844602,5.0,3.6275575582213526
A1RJXK6KF3LL5R,B0000897EE,5.0,3.7537665209367312
A1X054KUYG5V,6301798759,2.0,3.51911426761348
ADY68NOGVXJ9D,6301978013,4.0,4.302644209373488
A2O97GKCSISM3F,B001053038,4.0,3.5976498807007413
A3L577V8TY26GN,B0030E5NJ6,4.0,3.5339114547025785
A32B206L2SEXRA,B00005NKW0,5.0,4.414135929549663
A2YP1HYB6Q0JEQ,B0009IW894,5.0,4.977988910353527
ABO2ZI2Y5DQ9T,B000RGN2IY,3.0,2.9258534121069077
A2HVL790PBWYTU,B00542PSY2,3.0,4.031164049668313
A8X8D4BUY5DFU,B003Y5H5H4,5.0,4.419014848711476
A2DVFHG099GUGE,0792840119,2.0,1.875766244687048
A30TK6U7DNS82R,B000FFJYE8,5.0,4.5006755329901305
AJKWF4W7QD4NS,630507755X,5.0,3.581633657925967
A37OY9KZMAONUE,6304546386,5.0,4.4283232807724
ACMFU7RUEFKIX,1417030321,2.0,3.4597753333431576
A35ZK3M8L9JUPX,6304337183,5.0,5.0
AL7LEBKKW8XCC,630358490X,5.0,5.0
A106016KSI0YQ,0792843835,5.0,4.196451831559752
A3TJ5YMPM7KBRT,6304039530,5.0,4.859935190188904
A2MDKW2YLUM92L,0790748207,1.0,2.7306398707130413
AGZVS6M8XJGN6,6303977871,3.0,2.5137008886986956
A18S2VGUH9SCV5,B003626TNG,5.0,4.15192642565614
A3DSTOJPRMV674,0800187792,5.0,3.9731165840519447
A7Y6AVS576M03,B00005JNTI,4.0,3.932543994077197
A1JTTJ7M7EC7Q7,0783222734,5.0,5.0
A1PCQHQ6NPGL9F,B00005JLT5,5.0,4.533374771001466
A1FPFWDC1ASYNJ,B00014NEZI,4.0,3.4961975786289714
A232JQR4NBH9SX,B00003CXH0,2.0,4.580509457266654
A1T3GYPVHU0SRW,6302548195,5.0,4.549926249788693
A1TPW86OHXTXFC,B005S9ELVC,3.0,3.918323970251269
A3LOGB40YCC40F,B00005JNX0,1.0,3.0584184511290387
A2FPDWTD9AENVK,B002VKE0XA,4.0,3.7099398428361314
A1YQ6QB2127AJ4,B000003KHS,5.0,5.0
A3H9PLV6L2S194,B005LAIH2W,5.0,4.641458335327708
A2SP52NH44LRDS,B00005JPXP,2.0,2.9698775469692986
A2WOJQ7BE0NL4M,6300182320,4.0,4.199549887969871
A659E0Y56MJNO,B008JFUN50,1.0,3.526086379531606
A3T0OTH5072YRE,078321958X,3.0,3.9344148847184264
ANCOMAI0I7LVG,B000YGGNLK,2.0,3.786119115142263
A27VY7BUVD09I2,B00151QYXU,4.0,3.620046874537226
ABUZT5MJQZZP3,B000J103OI,1.0,4.755016256376006
A387BD735MI50R,B000PMLJMG,3.0,2.909434409195515
A2LBG01YBSUP96,0783227507,4.0,3.282671421465441
A18MBO1U4DPY20,B0021L8UPS,2.0,3.7728301159687376
A2L4XGVPR42KHL,B00008YGRU,5.0,4.7261400561211975
AUV0EFKWA46TX,B001GCUO0C,3.0,3.5084129877724157
A2DAHERP7HYJGO,B002ZG98FU,3.0,3.4611264179845582
A1LYQL40IB7SBL,B009NNM828,4.0,2.3951051558693623
A2E1EFNIZL2FVA,6305492115,5.0,4.786368957000982
A3OVE04AUPODOT,B00B74MJOS,5.0,5.0
A1DRM3JV6T5O6P,6300213919,4.0,3.8089380874533476
A3RNV9JA553B17,0790729385,1.0,5.0
A3I69IXPTDVKQF,B0009MAO3W,5.0,4.91772102081062
A95SF04RX9G8,B00000I1DU,3.0,3.903416835451438
A370Z6I5GBWU44,0790729997,4.0,3.8331209809948428
A2MHDZXWWF0VIN,6304406096,4.0,4.035004303665475
ACO20QL72D1E6,6304504012,4.0,4.380669137602922
A2DVMP8WRJ0XUR,0783227507,5.0,5.0
A1WBJZ4DXQCM14,1582704414,1.0,2.8653588517814823
AYB3CG5IVMTSN,B00005JNP1,5.0,4.798037266614595
A14U40MX3CPO8Q,B00005T30L,5.0,4.62525283955325
A32BHDDDOLQUR8,B00005JMQY,5.0,4.136983729940397
A35YWA2V4QHOJ3,B00003CXIY,5.0,4.0757293827548455
A2Q13PHEXGR48Q,6303192254,4.0,4.542922253823652
A22RY8N8CNDF3A,6305006598,1.0,3.732857790979302
AJM37F8PBJXUX,6305438137,3.0,5.0
A18GP1PWVTKXQQ,B004A8ZWW4,2.0,2.549613902004385
A1T4JEK323BYYO,B0068RHSCW,5.0,4.4428494269572
A3KF4IP2MUS8QQ,0783216084,5.0,5.0
A9ETYHQDJLAHZ,0790749653,5.0,5.0
A2EDZH51XHFA9B,B0000844LS,2.0,2.32898557277573
A1A2FQKRSD9GL9,6301066642,2.0,3.983267318994187
A1FDV3WPOHREY9,0792846109,5.0,3.9909737760702164
A8WZ4YFQB77HC,B00188M5TM,5.0,4.0621660811053895
A3QNDSQJFA360M,B00AW0KHTM,5.0,4.501368778524687
A3CN9CCJUNIPKT,B00005JLH0,5.0,3.6412071410417215
A32K4BV5DFG3KP,0800135954,4.0,3.9628160770573366
A3EFT3OMWYR0C2,0790744473,5.0,4.463639977031017
A3425JKJH88RSJ,B002ZG99CC,5.0,2.7822582268785463
A3EE0H0NWQ9QVL,B000QEIOSU,4.0,3.9275277710998044
A3RH3WU6VONA4W,630026923X,5.0,4.552149032009232
A2LUJINJYU5G9E,B00005JP28,2.0,2.6915237609717684
ADLVFFE4VBT8,6305657939,2.0,4.169458050638055
A35FMDBNQ2SI52,0767824571,5.0,4.979675388977258
A2NUHWMHA9XNKV,B00005JPXY,3.0,4.121847530134138
AQ2UN38CMK119,B00ALX3QBQ,4.0,4.160573868448794
AOTMP0OKJOUWI,B001FB4W0C,3.0,4.846879492183742
A1X1HUIZWIGK3D,B001QOGYAO,5.0,3.8346393290001943
A3F3B6HY9RJI04,B0002I84N0,3.0,3.168513129656876
A1Y8IUMN7TBKS,0783234996,5.0,4.034332525914436
A2W00XKTTF1G0Z,B00K2CHWOI,3.0,4.625363748263865
A2ZVERVFM25MJT,078061755X,4.0,4.01532145971506
A3F2VVIQIY6U64,6303124798,4.0,4.119671921754161
A2ZB8B7VQONZA6,B001CTA1UM,4.0,3.72366747680053
A35R8PJSEURHHF,B005TK22CU,2.0,2.180601751976077
A2PA624DT1CXOS,B00175VSBC,4.0,4.247160229377975
A3TZB9SXJCFMFJ,079284677X,2.0,3.332406845418757
A2JC55M4BFADBK,B000HEVZ9E,5.0,4.9551913901736375
AGNOPNCN6FHB6,6300214044,3.0,3.5425105137227924
A3PPXVR5J6U2JD,B000PE0G0A,3.0,3.3907566864956853
A1RJXO99BU5ZU5,6303398375,5.0,3.644580205025985
A2HW33PQSRHLNO,B000AXWHS0,1.0,3.8761429678272004
AWG1LIHKVGMN4,1566053986,5.0,5.0
ANIMV3SPDD8SH,079073155X,3.0,3.543323623462367
A1LYQL40IB7SBL,B00DI0135K,3.0,2.343838051329123
A32F100XE57CUE,630557605X,5.0,4.1347746860544605
A2N6K4RFSPY2GV,B002XTXFU8,4.0,4.484045816411004
A1R602SXNGOMJ4,B0007A0F4E,3.0,2.307156603504127
A141HP4LYPWMSR,B0010X73ZG,4.0,4.0143546127016165
A2FOT0QE23VN6J,6305066825,4.0,2.9042714401293415
A25ACLV5KPB4W,B0000B00KB,3.0,2.17575701798518
A39W3263A9HCMN,B00005JL3T,1.0,3.380904925899321
A2HVL790PBWYTU,B00005JPY0,5.0,4.448545128937463
A2T77ZRDKU6PA0,B0006UEVVS,5.0,4.42803804105241
A2N1R75FSRZZG8,0784011524,5.0,4.439405964138478
AC9RN6DJ953QY,B00CAATSME,4.0,3.1826219103755737
ASDIF7S0U80CS,6301966988,5.0,4.808505329954471
AXHMUN6GC0WEH,1558808590,4.0,4.652395125387531
A3USRUCHAOC3MT,0783222734,5.0,4.976776405404809
AJ8TBV3FD6704,0788803743,5.0,4.333698293970703
A1FG91CM8221X1,B0002TT0MI,5.0,4.847745145159018
A2KI1SGCZT2OEI,6303153348,5.0,4.571463235590514
A3M5O6UHXO9IBU,B00000FZ5B,4.0,1.9535431656310351
A8M0UYU8ZFJ42,6300181472,5.0,4.901598672776942
A1AAN285FE45GP,0800125762,5.0,4.3159031601399525
AC16NVPW23KGG,6302814669,4.0,4.714479613185216
A3UPYGJKZ0XTU4,B00005JLRZ,4.0,4.231722739511007
A3U5JCXIXTGSLN,0792838963,5.0,4.494714423585751
AWG2O9C42XW5G,B007EQR0D8,5.0,5.0
A2AV7Q95QGPTO0,B0009ULBGS,4.0,3.9127805764212575
A15YPJLKLZS0MK,6300214087,4.0,2.7238446351547783
A120GIT50UISJP,0790744295,4.0,4.193374404937662
A3J0KYP711KRV6,B007L6VR12,5.0,4.727467409604172
AT07UZQQR7ZEH,076780192X,5.0,4.786648093323483
A39YKEKCLUVL0L,0784011710,5.0,3.807166491112703
A8X8D4BUY5DFU,6304293941,5.0,4.540994142288667
A3A81ZZ4ANLZ8G,B000006GDP,5.0,4.630054862608816
AWG2O9C42XW5G,B004EPYZPS,5.0,4.704916607267198
AUDSM2CTLLW1Q,B00005JLTM,4.0,3.1819000626725042
AER15RIMV8E6D,6302814391,1.0,2.6905042163673984
A3OMU7S8V7MML0,B00BEIYKDU,5.0,3.9190253716002452
A2BH6HF3QVOUY9,B0002YLCFQ,5.0,3.6585109023809146
ALTNI5BAFUAQY,6301969294,1.0,2.6054991342884684
A1NI0VOVXZBM7Y,B00005JN5T,2.0,2.861194514413002
A3TMC106MIY8S5,B00003CXUX,1.0,3.0521264484541493
A3W2UTN0BC4ZKD,6300151379,4.0,4.624019709579951
A2DAHERP7HYJGO,B005LAIHQS,4.0,3.813250835181766
A34SXB1Q7FQVN6,B001UNVDWA,5.0,2.8438227274295413
AMKZHBOK7VMQR,0783114729,5.0,4.565044295957813
A1VQBHHXIKHIGS,B0000VV4OK,5.0,3.719544918452929
AAQ9CPQNDWIW,B00092ZMDY,5.0,4.829335531088645
A25B1DF7H6KPRN,0790731894,3.0,4.013791470367716
A1OGORMOPYZ0PY,B003Y5H5HO,3.0,2.2489538483598173
A126KX6FVI4T66,B0001ZX0OC,3.0,3.4709079559221885
AIMR915K4YCN,6303219152,4.0,4.799207523988711
A3AKPY4LXIC24O,078062162X,5.0,5.0
A2XRZV63X79YSJ,6305183260,4.0,3.8478796179119206
A17QWJEEELWETQ,B00005JPTK,2.0,3.061682645587237
A39AWL2FKWDFK6,B00005JN5E,1.0,3.8785765509375594
A34W7QA4J5UTOR,0767805712,5.0,4.7745175423748
AIBDCIWC061A,B00AF6B22E,4.0,3.786407497663318
A2W8GURWX2CGQ6,6304400810,1.0,4.113085797527743
A2NSEHGMUSE2U2,B00009MGEM,3.0,3.323352836416536
A92XVSV8LADWZ,B0001JXOUS,5.0,4.143102161734954
A2DSXA1E02C86D,B000F7CECK,4.0,3.716851321653837
A2VD3CYOEMJ6SR,6305499071,3.0,4.120155149772419
A3V61K0EF38GP4,1415723702,4.0,3.658416465097894
A2BNSD19Y3W94V,B0034G4OVS,4.0,2.9328809073881077
A24GYTKSRBTR7P,6300184080,5.0,3.9988122956014536
A143P0NKQDNWYL,B00005JKYX,1.0,3.184253442391267
A3VUO1LJGMSZQY,0792837614,5.0,4.661514267716062
A1LL3PF2OD3RUP,B008JFUUIA,5.0,4.747216293636191
AKMEY1BSHSDG7,B00004XMVA,4.0,4.3373792099078825
A2XVRCU5DQBULH,6302380596,4.0,4.057878683370275
A3AOKQCH0YBZDS,B000YENUI6,2.0,4.170583432604495
A12KC4IDE1EWA0,B002UOMGZQ,4.0,3.717723866396085
AT393OR1JTYNR,B00005JMJ4,1.0,2.151977950737807
A3Q04XXGGED746,B000MQC9H4,4.0,4.088990119473074
A1D2C0WDCSHUWZ,6304039530,5.0,3.9838566250034417
A23MZ5EULW2GHH,B0000CBY1U,4.0,2.0365744310934226
A35T060JMPGMQV,6305718903,1.0,3.8929918799225245
A4JP4T1F95D0A,B0016MOV92,3.0,2.5757447726037825
A1RGTGCP7UG4ZA,0790731010,5.0,4.362547037297785
