user,item,rating,prediction
A10L8O1ZMUIMR2,B00005JL3T,5.0,4.453576431304825
A3DI1ZY8MNEAR5,B0001AVZ9Y,3.0,4.39800151353952
A2MYUI8IT6UBUU,0790729628,5.0,3.435416961559729
A3TZV5SXQ8F6ST,1417030976,4.0,3.7816519355845872
A2M85JGCPOR97Y,B002ZG98J6,5.0,4.911482818056641
A29EEL0560NVG7,B000AQ69RM,1.0,2.538913675375187
AUS2EQT4NU3BF,B000AXWGRC,4.0,4.161381812801416
A28OB1QLXN5BM6,B0013XZ2QA,5.0,3.6425534992828945
A10ODC971MDHV8,6300185125,5.0,4.998628952158845
A26BWRBPP4V2WF,B00080ZG10,4.0,3.7031896321186513
A1YHKSTVSYEYTU,B0000639HN,5.0,3.912462849711165
A15YPJLKLZS0MK,B001TOD92C,3.0,2.9253525379644665
A1ME7N1ORVTEG5,B00DL477I0,5.0,4.645768110501105
A33CLVW2K7SL1P,B0007PICAI,4.0,3.289709103424777
A1U360OMVQRPUB,B000GFLKEY,4.0,4.2662518219548815
A2YVFPMTLCEOYP,0792845145,4.0,3.6883661470913696
AI345DWOQT367,B00005JLZK,3.0,4.032538668318989
A6ORKQ4CW15TY,B000BKVQRU,3.0,3.759405133838588
A1BBT9XLKQDV81,B00005R87Q,5.0,4.253555291570231
A1M9DQDGE07Q0U,6300181502,3.0,3.4280107519037886
AVF60NZ99H9D5,B0000VV4OK,4.0,3.4806842347345235
A1KL466UI2W31L,B00B52F278,5.0,4.866578952856716
ANCOMAI0I7LVG,0783230389,3.0,3.730342057727985
A18UBPBIKPQMPE,B0001JXOUS,3.0,3.1307326495212093
A12X2J7AVZ04IQ,630401709X,5.0,4.816415946075305
AE9GUE3HHOX3U,076781777X,5.0,3.960892547928607
AKMXCZXE0KD5H,0783230559,3.0,4.596398353992925
A3LZGLA88K0LA0,B000BYA5G4,3.0,3.8647649776355135
ABO2ZI2Y5DQ9T,B000068MBI,2.0,3.266838706228994
A3MJOVF3SEYAB7,B000083C6I,4.0,3.9223799496410945
A1BVE2ZIBKJ7YI,B000VWYJ5Y,1.0,3.0267322437413284
A2ZHH7AK83JB5G,6300214257,5.0,4.434189853547903
A13E0ARAXI6KJW,0782006760,4.0,4.0659837542812625
A1RJXK6KF3LL5R,B00003CXSM,5.0,4.771326977751048
A4VH04TA14CPE,B002VL5BWS,2.0,1.8262855215890206
A2UUP58XPQW3GF,B00005JNJV,4.0,3.7555435074828583
A1L5FQ4OWCFL99,B005LAJ16I,5.0,3.9648480709277463
A22BPC7LRSGSYQ,6300184935,5.0,4.354115007138328
A1TDB4WCNLVPMG,B000L212HC,5.0,3.4218536701008633
A1Z9OAK38PYOYY,B00006AGHD,1.0,3.02417570152067
A2V1121177OVJ,B001DB6J82,5.0,4.822842658289397
A3RYBMVQNIU3R1,B00005JKDQ,5.0,4.127010757845515
A2YNT4QDEQX30F,6304680724,4.0,4.833074002416703
A2ZKI6P970YZQT,B001GCUO0C,5.0,3.6240631641946015
ASIA7V7CBSKD3,B0001MDP36,5.0,3.856078127847888
AYMZTWBG0V53W,B00000JXVQ,5.0,3.8742260798514168
A6ADO7B6FUVN,B00005JKIO,3.0,3.9726696702531474
A19HQVND02SRWE,6303407188,5.0,3.8257784808585202
A38BQKP5SWQN5O,B008JFURII,1.0,3.1349304962582996
A1P7CTV6PG9UGH,B00188NXN4,2.0,3.4995883099699383
A1VAU4V7HOE90T,B00003CXRM,5.0,4.720475098908116
ANCOMAI0I7LVG,B002ZG99TA,4.0,3.6637573231828626
A152C8GYY25HAH,B00006JDVX,3.0,3.7100226943924963
A2F1P10GGZ7K2T,0788860704,4.0,3.482737514446264
AGZVS6M8XJGN6,1567301290,4.0,3.9254636574945834
ABO2ZI2Y5DQ9T,B001KEHAG2,4.0,3.271670137109159
A29TKSIWA3JKF3,B0001XAPZ6,5.0,3.9465164085310636
A2LEIANN1UZTHP,B000AYEL4W,4.0,3.8915932624558227
A3QQB445VTNQDA,6304509103,3.0,3.8595590957339554
A2WRWK0ARXOFSZ,B001I9XOQ4,4.0,3.1316936640250095
A3P7WNM0UHV4YQ,0767806239,2.0,2.185638131429894
A3FSGTB2I12FHB,B0002KVUKM,5.0,4.442059522083794
A3UA046AA3DXFD,1573628131,1.0,3.8592989239375837
A2RG6V2HH02U0M,B004L3AQLU,5.0,4.697038417433659
A294DWRBQUOIK4,6305365121,3.0,3.534259691194791
A38TC59GM2WW1X,B00005JKVZ,5.0,4.594941194650178
A14GK0E64J0WAS,B00DL47RQ2,4.0,4.0435571187658725
A3KMTOFTUUNFHG,6300247104,5.0,4.556965887075844
AC62SNVRI158P,B0002IQMAM,3.0,4.390790215623489
A308X3FITWLF7W,6302380596,4.0,4.660912636441163
AGQY11NLQJ2JL,B0015OKWKS,4.0,4.197995820333201
A12X2J7AVZ04IQ,B00005AFQ9,5.0,4.814136667478984
A2GA2SO3YK6CXI,B0006A9FIM,5.0,4.728103876759296
A1BE1OKY80FUBH,B000C3L27K,5.0,3.8223383521152057
A1G5Q9HBN0EGDV,6301278410,5.0,4.996111779364196
A1KFBAPAKMEQUF,B001L2ZSKS,1.0,4.430018783240768
A32ZOSZVX052IJ,B0006SSOHC,5.0,4.946154968165997
A3LTZGHZBBBQX0,B0000399WC,4.0,4.643642975573829
A141HP4LYPWMSR,B0002V7TI8,2.0,3.9349596154173163
A2Z5WEA0KOMN9G,0790701251,3.0,4.104764535390881
A3VHUQ85RH0BC3,6302544289,2.0,4.109218813111323
ARMG4L2GLW25A,6302814146,3.0,4.706738141404982
A1LIS4BFMI6C4A,B0000633ZP,4.0,3.561167919107146
A1TW9ZGRDQQZ2Y,B00094ARN2,5.0,4.191309228246888
AJX8Q5CKA59DJ,B001GCUO5M,4.0,3.4614730027538596
A6BRC4D9NZJFK,B00005JPO1,3.0,4.605096517930347
A24IJY3V0804WJ,B004AE3QY4,3.0,3.6705668164317307
AW3VZ5O895LRK,1559408758,5.0,4.544095584783929
A2OU415LB9I5J6,B002ZG983M,5.0,3.907051865187678
A39W3263A9HCMN,B00005JO20,5.0,3.607676956929101
ACMOLKXVKQ06Z,0792165020,5.0,4.3240118444417615
A3HHQ7UIJJAOAV,0792844580,5.0,4.932799061938879
A36EW68H08UOCS,B000Q7ZNYU,4.0,4.271935304282008
A3SHQXNOPZBJH,B0002ERXC2,5.0,3.699516784572917
A3FUBUJAIGM87T,6300251969,1.0,2.1403218976370626
A1J2931UBBJPXM,B00003CXSF,3.0,4.01169150478456
A2R1HAXRNU0QX7,B0000AZT76,4.0,3.6587600964406977
ATHTCOG6BB6WK,B005LAIGOQ,5.0,4.400626805908933
A1TO1P3NV7OAU6,B000WTLDPU,5.0,4.482026453204407
A3JADS9AZXTBAG,B000L212HC,5.0,3.4746577997028525
A36JN7CKOPEQAF,0788812408,4.0,4.356691643680338
A3MLO4GAD2O9DL,B0006Z2LGU,3.0,3.814801718162324
A21VL7TF0TZ7KT,6300182193,4.0,4.8517346314774255
A1TD9JUXG1DGW3,B00006JDVV,4.0,3.967043849572058
AGG9C66TOLJZB,B00094AS9U,5.0,4.131626333876846
A3E5V5TSTAY3R9,B00005JKIR,5.0,4.0575703707843385
A236SLHWWHU0CG,B00008DDVY,3.0,3.9634375992993345
A1GPGBHBI6T2HJ,B001GCUNZI,3.0,4.376351761301571
A3MWYPZBKL1NJ,B0007R4T3U,5.0,3.866602496000507
A329U9CDUPKXAC,B00003CWN2,5.0,3.5539735580960854
A39W3263A9HCMN,B0009X763C,5.0,3.590388739475107
A2SQJPUCZNHMZE,B00C7C00XG,4.0,4.85428921710191
A1S1O3YT8NS68A,0792841638,4.0,4.459548032895968
A1TU904JG5QQNY,0792845730,5.0,4.471223846633136
ABLBRUT8DALNN,6303443222,4.0,3.527606178018101
A185QFJRTB5W93,B0012QCZ5O,5.0,3.5438772787696147
A18BD98SU49UB7,6303212395,5.0,4.4405667065649075
A2R6RA8FRBS608,6300181243,5.0,4.854180894900252
A3KB1H0S7T6JX1,B00111YM5G,4.0,4.161214748173336
AKJ9MEE93DG5O,B00003CXFG,4.0,3.4641905595288702
A15U64VGUV6RBF,B002ZG980U,5.0,4.3526779288691495
A2HVL790PBWYTU,B000IFRT2O,3.0,3.9923028914666463
A3RTG4U54DIKJQ,6301959728,4.0,4.259726662406906
A2JA59SICVG83V,B000035P6Z,5.0,5.0
A3M2WW0PO34B94,B00005JNQS,2.0,3.351317258211437
A2K271L58D0ACC,B00HLSW6TW,5.0,4.824703750071201
AVIV26F6YMTT8,B002JCSWV6,5.0,4.242630481773898
ASD4YBL5C9CV8,0790729717,5.0,3.584081885332058
A1FJIRW8MIQOLW,B005S9EL08,3.0,4.127393765362557
A2A6NH6DPE0VXR,B0000633ZP,4.0,3.7923186389626284
A3FUBUJAIGM87T,079284629X,1.0,1.8436529269480773
A3UPYGJKZ0XTU4,B00009ZPTY,3.0,4.006344257125147
A2UIXU97JYCPZG,B000M341QE,2.0,3.541637187862878
A1GSJ4TMAE2MYC,1419828371,3.0,4.503621768393373
A1PASRZ81DY9C,0790743515,5.0,3.356268661916377
A1D1MIFRSG50Y3,B000CEXGAK,4.0,4.4916593480690485
AQ79DO3H5GRS2,B00005JNBQ,4.0,3.5585476279722905
A168VXSISJWQN9,6300151379,4.0,3.608156160672769
A2D7NX9ZYBJZ13,0792100085,5.0,4.950214255743853
A1RP6YCOS5VJ5I,B00003CY57,5.0,4.358001086246557
A3EZ8PVA3HLF13,B000NVT0SE,4.0,4.475466229444643
A13IKSGDYNBNQS,B00005JMEW,4.0,4.06359566165648
A2IY9M330NKBW6,B009HIK3V2,2.0,3.643938881694228
A259F4J3QOBIUH,B00005JOKM,4.0,4.446884005464157
A96K1ZGW56S2I,B00005JNX0,4.0,3.9466916411553545
AT6CZDCP4TRGA,B0000844I4,5.0,3.9064152124309093
A2NX99GVAX4TRP,0790733390,3.0,3.9400394460575994
A1COG8T9MPP3KA,6305183260,3.0,3.1199868511288926
A18EGY287I9SLW,6303212263,5.0,4.774359245608252
AGOCUK7HRQ7P7,6302485010,4.0,3.8444969256389627
A130KZO1FFDTP8,B00005JO28,4.0,4.7147138773104285
A8WXLST0944GZ,B0013ERFFU,2.0,3.8982325451538338
AW99SBGWEXP0J,B00005JPS8,5.0,3.9614893363785075
A3E73LG5CBQHWZ,B00005JON3,5.0,4.111066057251284
A3HD49D8511MFB,B0000CDRVU,3.0,3.2716908683485193
A3HI2HBUS8MITB,6303626475,5.0,4.272509030153806
A20IIR0422G3A5,6300216810,5.0,4.32911462456124
ASKECFIDZOQJ7,B00275EHHS,4.0,4.100715638304518
A1NFV45J3MCC4E,0792844602,5.0,3.5295831031421656
A1RJXK6KF3LL5R,B0000897EE,5.0,4.80699018173536
A1X054KUYG5V,6301798759,2.0,3.786748878856043
ADY68NOGVXJ9D,6301978013,4.0,5.0
A2O97GKCSISM3F,B001053038,4.0,3.9286653704878938
A3L577V8TY26GN,B0030E5NJ6,4.0,4.228475216391748
A32B206L2SEXRA,B00005NKW0,5.0,4.422111956141202
A2YP1HYB6Q0JEQ,B0009IW894,5.0,4.398786042119765
ABO2ZI2Y5DQ9T,B000RGN2IY,3.0,3.0915425212655516
A2HVL790PBWYTU,B00542PSY2,3.0,3.9456201353828293
A8X8D4BUY5DFU,B003Y5H5H4,5.0,4.581300088984904
A2DVFHG099GUGE,0792840119,2.0,2.6882181554211746
A30TK6U7DNS82R,B000FFJYE8,5.0,4.318169285774285
AJKWF4W7QD4NS,630507755X,5.0,3.4807826320948174
A37OY9KZMAONUE,6304546386,5.0,3.9825347982432127
ACMFU7RUEFKIX,1417030321,2.0,2.659344768164587
A35ZK3M8L9JUPX,6304337183,5.0,4.865054208417503
AL7LEBKKW8XCC,630358490X,5.0,4.692365535389708
A106016KSI0YQ,0792843835,5.0,3.96285521838124
A3TJ5YMPM7KBRT,6304039530,5.0,4.898000503538113
A2MDKW2YLUM92L,0790748207,1.0,3.512523866663207
AGZVS6M8XJGN6,6303977871,3.0,3.94537408825238
A18S2VGUH9SCV5,B003626TNG,5.0,4.082259044256049
A3DSTOJPRMV674,0800187792,5.0,3.7440927496215517
A7Y6AVS576M03,B00005JNTI,4.0,4.471566890345343
A1JTTJ7M7EC7Q7,0783222734,5.0,4.654727154803152
A1PCQHQ6NPGL9F,B00005JLT5,5.0,3.4474993325535443
A1FPFWDC1ASYNJ,B00014NEZI,4.0,3.8269311593932915
A232JQR4NBH9SX,B00003CXH0,2.0,4.33876466668962
A1T3GYPVHU0SRW,6302548195,5.0,2.7597517946887673
A1TPW86OHXTXFC,B005S9ELVC,3.0,3.93605884788924
A3LOGB40YCC40F,B00005JNX0,1.0,2.9614203937823422
A2FPDWTD9AENVK,B002VKE0XA,4.0,3.902583773304221
A1YQ6QB2127AJ4,B000003KHS,5.0,4.745318336446403
A3H9PLV6L2S194,B005LAIH2W,5.0,4.782224816507768
A2SP52NH44LRDS,B00005JPXP,2.0,2.59578907394361
A2WOJQ7BE0NL4M,6300182320,4.0,4.935089711457169
A659E0Y56MJNO,B008JFUN50,1.0,3.907493647679867
A3T0OTH5072YRE,078321958X,3.0,3.8926719906795912
ANCOMAI0I7LVG,B000YGGNLK,2.0,3.5161747905317977
A27VY7BUVD09I2,B00151QYXU,4.0,4.064322201193498
ABUZT5MJQZZP3,B000J103OI,1.0,4.266781740944076
A387BD735MI50R,B000PMLJMG,3.0,3.380398328767279
A2LBG01YBSUP96,0783227507,4.0,2.6274971260438345
A18MBO1U4DPY20,B0021L8UPS,2.0,3.6087413464861675
A2L4XGVPR42KHL,B00008YGRU,5.0,4.820577783418699
AUV0EFKWA46TX,B001GCUO0C,3.0,4.226766367348476
A2DAHERP7HYJGO,B002ZG98FU,3.0,3.6095111637634467
A1LYQL40IB7SBL,B009NNM828,4.0,3.5938939636622047
A2E1EFNIZL2FVA,6305492115,5.0,4.646729498818154
A3OVE04AUPODOT,B00B74MJOS,5.0,4.402472970047905
A1DRM3JV6T5O6P,6300213919,4.0,4.043635715609404
A3RNV9JA553B17,0790729385,1.0,4.314227012393929
A3I69IXPTDVKQF,B0009MAO3W,5.0,4.754967315906056
A95SF04RX9G8,B00000I1DU,3.0,3.8857774566487313
A370Z6I5GBWU44,0790729997,4.0,3.818788337224718
A2MHDZXWWF0VIN,6304406096,4.0,3.9163318390600907
ACO20QL72D1E6,6304504012,4.0,4.574952932430706
A2DVMP8WRJ0XUR,0783227507,5.0,4.9030967093597235
A1WBJZ4DXQCM14,1582704414,1.0,3.210150930526385
AYB3CG5IVMTSN,B00005JNP1,5.0,4.421498440610996
A14U40MX3CPO8Q,B00005T30L,5.0,4.3468992426311095
A32BHDDDOLQUR8,B00005JMQY,5.0,4.045649368636501
A35YWA2V4QHOJ3,B00003CXIY,5.0,4.176667011947425
A2Q13PHEXGR48Q,6303192254,4.0,4.411004753912629
A22RY8N8CNDF3A,6305006598,1.0,3.5041639650674923
AJM37F8PBJXUX,6305438137,3.0,5.000000000000001
A18GP1PWVTKXQQ,B004A8ZWW4,2.0,2.3631619835489217
A1T4JEK323BYYO,B0068RHSCW,5.0,4.820048097441371
A3KF4IP2MUS8QQ,0783216084,5.0,4.349656015459415
A9ETYHQDJLAHZ,0790749653,5.0,4.562760853138834
A2EDZH51XHFA9B,B0000844LS,2.0,3.18744130260999
A1A2FQKRSD9GL9,6301066642,2.0,4.499214214406833
A1FDV3WPOHREY9,0792846109,5.0,4.271277579705735
A8WZ4YFQB77HC,B00188M5TM,5.0,4.1600757776468535
A3QNDSQJFA360M,B00AW0KHTM,5.0,4.753603255107312
A3CN9CCJUNIPKT,B00005JLH0,5.0,3.906862721174254
A32K4BV5DFG3KP,0800135954,4.0,3.835574137346849
A3EFT3OMWYR0C2,0790744473,5.0,4.356642583870609
A3425JKJH88RSJ,B002ZG99CC,5.0,2.561679918567137
A3EE0H0NWQ9QVL,B000QEIOSU,4.0,3.9553845850381526
A3RH3WU6VONA4W,630026923X,5.0,4.4857203021891285
A2LUJINJYU5G9E,B00005JP28,2.0,3.316732933677532
ADLVFFE4VBT8,6305657939,2.0,4.062845220781231
A35FMDBNQ2SI52,0767824571,5.0,4.5296549482487585
A2NUHWMHA9XNKV,B00005JPXY,3.0,4.108955348866029
AQ2UN38CMK119,B00ALX3QBQ,4.0,3.8719409079265583
AOTMP0OKJOUWI,B001FB4W0C,3.0,4.436292116868261
A1X1HUIZWIGK3D,B001QOGYAO,5.0,3.9268300051673606
A3F3B6HY9RJI04,B0002I84N0,3.0,3.811211360463217
A1Y8IUMN7TBKS,0783234996,5.0,4.52249883596793
A2W00XKTTF1G0Z,B00K2CHWOI,3.0,4.004674603098864
A2ZVERVFM25MJT,078061755X,4.0,3.9309309264140895
A3F2VVIQIY6U64,6303124798,4.0,3.764387515875653
A2ZB8B7VQONZA6,B001CTA1UM,4.0,4.146998201948982
A35R8PJSEURHHF,B005TK22CU,2.0,2.7145222648655225
A2PA624DT1CXOS,B00175VSBC,4.0,4.296247418679971
A3TZB9SXJCFMFJ,079284677X,2.0,4.027261534234251
A2JC55M4BFADBK,B000HEVZ9E,5.0,4.999999999999999
AGNOPNCN6FHB6,6300214044,3.0,3.0498955868829056
A3PPXVR5J6U2JD,B000PE0G0A,3.0,3.6349888265919326
A1RJXO99BU5ZU5,6303398375,5.0,4.231823902397485
A2HW33PQSRHLNO,B000AXWHS0,1.0,3.846094271696402
AWG1LIHKVGMN4,1566053986,5.0,4.7652280226922725
ANIMV3SPDD8SH,079073155X,3.0,3.3751471674541125
A1LYQL40IB7SBL,B00DI0135K,3.0,2.9120903183150437
A32F100XE57CUE,630557605X,5.0,3.930906349970145
A2N6K4RFSPY2GV,B002XTXFU8,4.0,4.755405962528235
A1R602SXNGOMJ4,B0007A0F4E,3.0,3.3076774825649786
A141HP4LYPWMSR,B0010X73ZG,4.0,3.9150266822749042
A2FOT0QE23VN6J,6305066825,4.0,3.2640565161158213
A25ACLV5KPB4W,B0000B00KB,3.0,3.466700926826462
A39W3263A9HCMN,B00005JL3T,1.0,3.6515285356023375
A2HVL790PBWYTU,B00005JPY0,5.0,4.081911254800564
A2T77ZRDKU6PA0,B0006UEVVS,5.0,4.433954738579234
A2N1R75FSRZZG8,0784011524,5.0,4.430303645052812
AC9RN6DJ953QY,B00CAATSME,4.0,4.249783396772229
ASDIF7S0U80CS,6301966988,5.0,4.818652919801189
AXHMUN6GC0WEH,1558808590,4.0,4.460125286889951
A3USRUCHAOC3MT,0783222734,5.0,4.6727981571512265
AJ8TBV3FD6704,0788803743,5.0,4.901563372082408
A1FG91CM8221X1,B0002TT0MI,5.0,4.651265405569525
A2KI1SGCZT2OEI,6303153348,5.0,4.459024956521488
A3M5O6UHXO9IBU,B00000FZ5B,4.0,2.350570769714384
A8M0UYU8ZFJ42,6300181472,5.0,5.0
A1AAN285FE45GP,0800125762,5.0,3.866952353370398
AC16NVPW23KGG,6302814669,4.0,4.407130490979966
A3UPYGJKZ0XTU4,B00005JLRZ,4.0,3.9439698642762484
A3U5JCXIXTGSLN,0792838963,5.0,4.170876902096874
AWG2O9C42XW5G,B007EQR0D8,5.0,4.792248720371187
A2AV7Q95QGPTO0,B0009ULBGS,4.0,3.6043779223000274
A15YPJLKLZS0MK,6300214087,4.0,3.0074909593362165
A120GIT50UISJP,0790744295,4.0,4.113759807772398
A3J0KYP711KRV6,B007L6VR12,5.0,3.890763753698164
AT07UZQQR7ZEH,076780192X,5.0,4.772127942452494
A39YKEKCLUVL0L,0784011710,5.0,4.055492077611876
A8X8D4BUY5DFU,6304293941,5.0,4.4137211998860195
A3A81ZZ4ANLZ8G,B000006GDP,5.0,4.677555522113695
AWG2O9C42XW5G,B004EPYZPS,5.0,4.743401474052656
AUDSM2CTLLW1Q,B00005JLTM,4.0,3.8030604721111096
AER15RIMV8E6D,6302814391,1.0,4.030423784774608
A3OMU7S8V7MML0,B00BEIYKDU,5.0,2.880151082018263
A2BH6HF3QVOUY9,B0002YLCFQ,5.0,3.7878969568782215
ALTNI5BAFUAQY,6301969294,1.0,3.286131405198188
A1NI0VOVXZBM7Y,B00005JN5T,2.0,3.5617571365486764
A3TMC106MIY8S5,B00003CXUX,1.0,3.397088718119707
A3W2UTN0BC4ZKD,6300151379,4.0,4.111950920676165
A2DAHERP7HYJGO,B005LAIHQS,4.0,3.6688322042499415
A34SXB1Q7FQVN6,B001UNVDWA,5.0,3.974234329439096
AMKZHBOK7VMQR,0783114729,5.0,4.5262567695193106
A1VQBHHXIKHIGS,B0000VV4OK,5.0,3.59109823337805
AAQ9CPQNDWIW,B00092ZMDY,5.0,4.649228621959856
A25B1DF7H6KPRN,0790731894,3.0,3.9153360238338286
A1OGORMOPYZ0PY,B003Y5H5HO,3.0,2.098996467020737
A126KX6FVI4T66,B0001ZX0OC,3.0,3.3266618952300684
AIMR915K4YCN,6303219152,4.0,4.562116043336812
A3AKPY4LXIC24O,078062162X,5.0,4.776423986836393
A2XRZV63X79YSJ,6305183260,4.0,4.5433206026398
A17QWJEEELWETQ,B00005JPTK,2.0,3.158398639514416
A39AWL2FKWDFK6,B00005JN5E,1.0,4.173498090478936
A34W7QA4J5UTOR,0767805712,5.0,4.0372625424131146
AIBDCIWC061A,B00AF6B22E,4.0,3.6373513449276946
A2W8GURWX2CGQ6,6304400810,1.0,3.773046556873867
A2NSEHGMUSE2U2,B00009MGEM,3.0,3.684948588963457
A92XVSV8LADWZ,B0001JXOUS,5.0,4.075731767358537
A2DSXA1E02C86D,B000F7CECK,4.0,4.03688871002028
A2VD3CYOEMJ6SR,6305499071,3.0,4.3535129088430455
A3V61K0EF38GP4,1415723702,4.0,4.420064029558295
A2BNSD19Y3W94V,B0034G4OVS,4.0,3.007256497799135
A24GYTKSRBTR7P,6300184080,5.0,3.051280789006891
A143P0NKQDNWYL,B00005JKYX,1.0,3.4259421510042527
A3VUO1LJGMSZQY,0792837614,5.0,4.72295187016321
A1LL3PF2OD3RUP,B008JFUUIA,5.0,4.857884541217299
AKMEY1BSHSDG7,B00004XMVA,4.0,4.560597504314442
A2XVRCU5DQBULH,6302380596,4.0,3.5855142555598682
A3AOKQCH0YBZDS,B000YENUI6,2.0,3.607200105393331
A12KC4IDE1EWA0,B002UOMGZQ,4.0,4.103689277016492
AT393OR1JTYNR,B00005JMJ4,1.0,2.517291895501811
A3Q04XXGGED746,B000MQC9H4,4.0,4.543380022744973
A1D2C0WDCSHUWZ,6304039530,5.0,4.187194763406868
A23MZ5EULW2GHH,B0000CBY1U,4.0,3.7758922010573457
